다파, 54, 147
파다, 67, 190
차아, 77, 158
파자, 89, 156
가하, 52, 163
가나, 46, 148
사다, 56, 141
타바, 67, 160
나바, 63, 174
아차, 68, 197
라라, 44, 178
사사, 61, 183
마아, 98, 150
파다, 66, 184
나타, 49, 144
바바, 82, 169
파차, 96, 156
사타, 48, 141
하카, 98, 191
차하, 48, 148
자하, 89, 184
마타, 66, 146
카아, 56, 146
다라, 94, 198
다하, 50, 172
카차, 45, 196
라사, 60, 148
카차, 55, 163
카아, 89, 191
아나, 64, 158
다다, 55, 153
가가, 47, 165
가파, 81, 188
카아, 78, 143
하아, 76, 161
카바, 84, 145
다카, 58, 156
나차, 59, 160
나마, 55, 156
자차, 80, 184
바다, 59, 182
카라, 65, 193
사다, 66, 162
마아, 92, 166
나파, 51, 179
사가, 42, 196
아차, 98, 157
가하, 87, 147
파라, 41, 147
나파, 65, 187
하바, 64, 177
하마, 86, 145
나사, 66, 156
가가, 96, 155
카마, 72, 143
차차, 63, 156
타카, 60, 147
바카, 52, 162
다자, 43, 162
아카, 78, 177
나사, 85, 166
하아, 75, 163
차마, 59, 179
아바, 43, 171
사라, 71, 184
자카, 90, 163
바카, 82, 187
라가, 57, 172
사타, 94, 148
파차, 80, 157
바하, 57, 189
라다, 58, 140
차라, 66, 192
마카, 74, 176
사파, 45, 185
하타, 51, 184
아차, 62, 171
카자, 78, 159
라하, 52, 178
자하, 42, 176
가타, 58, 165
차아, 66, 190
타마, 87, 170
다가, 74, 192
사파, 79, 183
라라, 44, 140
카아, 81, 140
파아, 72, 155
차자, 84, 158
차가, 71, 179
사사, 94, 170
바하, 60, 162
가마, 45, 140
타가, 98, 155
타라, 46, 179
아아, 58, 190
자아, 72, 162
아가, 97, 159
자차, 46, 183
차아, 52, 151
다자, 47, 199
자차, 69, 193
타하, 66, 185
라사, 84, 188
가바, 43, 156
차다, 53, 174
라바, 47, 169
하타, 65, 143
하마, 43, 178
다아, 61, 185
차가, 41, 196
가자, 80, 171
가나, 40, 168
마바, 69, 183
다사, 46, 155
나바, 98, 190
파자, 72, 194
바차, 80, 153
타다, 44, 186
카하, 89, 185
나자, 90, 187
차마, 71, 158
바라, 56, 158
다나, 97, 151
파차, 99, 190
나하, 97, 193
파다, 71, 198
카파, 41, 157
하차, 78, 195
바나, 89, 180
다나, 89, 192
파라, 55, 147
차가, 59, 164
마자, 42, 198
바파, 94, 183
사파, 95, 199
마파, 83, 187
아사, 58, 166
가사, 75, 174
라가, 93, 163
나사, 77, 198
마다, 92, 157
마타, 68, 166
바파, 61, 195
카카, 78, 143
마파, 58, 179
타파, 87, 176
타차, 40, 156
마마, 59, 181
차라, 79, 173
타하, 89, 142
파파, 58, 150
나아, 92, 146
타바, 97, 191
나차, 90, 187
바아, 93, 141
라파, 80, 155
가파, 95, 187
라마, 76, 192
사아, 59, 174
자나, 80, 145
하바, 42, 186
라파, 49, 194
다하, 89, 152
마차, 42, 156
가나, 97, 188
아마, 54, 165
타차, 73, 181
타가, 83, 156
마라, 92, 193
타바, 96, 174
하타, 48, 162
다나, 94, 175
마카, 56, 198
카나, 96, 161
자가, 82, 195
마라, 86, 196
나사, 91, 161
마타, 91, 186
사차, 82, 177
바가, 82, 149
타라, 43, 189
마아, 41, 152
나카, 76, 177
가나, 95, 142
타카, 40, 144
하타, 68, 179
다카, 77, 164
하차, 58, 166
자타, 45, 193
나아, 85, 192
라자, 56, 148
나다, 85, 143
가카, 59, 179
마나, 88, 190
바다, 56, 174
아가, 81, 163
하바, 64, 149
아자, 64, 189
차하, 78, 187
차타, 45, 143
나사, 42, 165
타파, 90, 167
카가, 61, 174
타카, 92, 167
아나, 93, 175
다아, 53, 197
카다, 45, 192
타타, 45, 167
파타, 87, 199
마바, 46, 166
라타, 62, 166
사사, 93, 191
사바, 82, 165
자카, 95, 152
사카, 42, 182
카타, 52, 178
타하, 72, 157
